attempt_id	commit	parent_commit	timestamp_utc	accuracy	parameters	status	description	proposal	train_exit	verify_exit
attempt-0010	417f4856be561d81678c7a1b9616cf07bd72489c	851e9a11e9fd0f8697628890ae3771eb6fdd1bc5	2026-08-17T02:37:02.434624+00:00	99.910000%	4288	keep	Reduce feed-forward width from 24 to 20	family: feed-forward width; retained incumbent is 4544 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0002, ff32 at 5056 parameters and 99.98%; same-family failed result: attempt-0008, ff24 at 4544 parameters and 98.84% after 15000 steps; prior attempts in this family: 2. Attempt-0009 accepted the same ff24 candidate at 99.99% only after the training budget was restored to 30000 steps, so the current training control is evidence-backed. Hypothesis: interpolate the capacity boundary with ff20, reducing the model to 4288 parameters while retaining the learned positional and attention organization. This is more informative than jumping to ff16 because it tests the nearest untried width under the now-validated 30000-step condition. Retain only official accuracy >=99% and strictly below 4544 parameters.	0	0
attempt-0011	20ccb2e2153343d894b3b92f08715d947e0348f3	417f4856be561d81678c7a1b9616cf07bd72489c	2026-08-17T02:47:18.665454+00:00	10.220000%	4160	discard	Interpolate feed-forward width at 18	family: feed-forward width; retained incumbent is 4288 parameters at 99.9100%, a +0.91 percentage-point margin over 99%. Same-family accepted results: attempt-0002 ff32 at 5056/99.98% and attempt-0010 ff20 at 4288/99.91%; same-family failed result: attempt-0008 ff24 at 4544/98.84% under 15000 steps; prior attempts in this family: 3. Attempt-0009 showed ff24 reaches 99.99% under 30000 steps, which is the condition used here. Hypothesis: ff18 is the nearest width interpolation below the accepted ff20 boundary, yielding 4160 parameters while preserving the same two-layer attention and learned position mechanisms. This is more informative than jumping to ff16 because it narrows the empirical capacity interval with one controlled width change. Retain only official accuracy >=99% and strictly below 4288 parameters.	0	0
attempt-0012	b8626749334e66a89f43eb6724b25cc81c2a2507	417f4856be561d81678c7a1b9616cf07bd72489c	2026-08-17T02:58:09.586356+00:00	10.200000%	4224	discard	Test single-unit feed-forward width 19	family: feed-forward width; retained incumbent is 4288 parameters at 99.9100%, a +0.91 percentage-point margin over 99%. Same-family accepted results: attempt-0002 ff32 at 5056/99.98% and attempt-0010 ff20 at 4288/99.91%; same-family failed results: attempt-0008 ff24 at 98.84% under 15000 steps and attempt-0011 ff18 at 4160/10.22% under 30000 steps; prior attempts in this family: 4. The 30k ff24 result in attempt-0009 is the validated training condition. Hypothesis: the severe ff18 collapse may occur between widths 18 and 20, so ff19 (4224 parameters) is the most informative single-unit interpolation before testing alternate mechanisms. All other source and training choices remain fixed; retain only official accuracy >=99% and strictly below 4288 parameters.	0	0
attempt-0013	f99d0298baa6529d90a1c8da45eff5175fcc73f1	417f4856be561d81678c7a1b9616cf07bd72489c	2026-08-17T03:09:30.574377+00:00	9.680000%	4234	discard	Factor tied token/output matrix through rank 6	family: token representation; retained incumbent is 4288 parameters at 99.9100%, a +0.91 percentage-point margin over 99%. Same-family accepted result: attempt-0002, which established reversed operand token order with 5056 parameters and 99.98%; same-family failed result: none; prior attempts in this family: 1. The latest feed-forward probes ff19 and ff18 both collapsed near 10%, so this proposal changes mechanism family rather than repeating that width condition. Hypothesis: represent input tokens and tied output logits through a shared rank-6 factorization, reducing the 15-by-16 token matrix from 240 to 15*6 + 6*16 = 186 parameters while preserving a shared input/output representation. The resulting model has 4234 parameters. This is more informative than rank4 as a first test because rank6 is the nearest lower-rank bottleneck and preserves more token information. Keep the accepted reversed preprocessing, ff20, learned positions, and 30000-step training; retain only official accuracy >=99% and strictly below 4288 parameters.	0	0
attempt-0014	5fb3f625146d671bf98b46b3062caa3c677a1a93	417f4856be561d81678c7a1b9616cf07bd72489c	2026-08-17T03:20:34.519849+00:00	0.110000%	4136	discard	Use a rank-8 factorized learned position table	family: position representation; retained incumbent is 4288 parameters at 99.9100%, a +0.91 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0005, the repaired structured-position candidate at 4784 parameters and 8.85%; prior position attempts: 3 (attempts 0003, 0004, 0005, including one implementation repair). Attempt-0003 fixed sinusoidal positions scored 0.01%, so this proposal retains learned position rows instead of using a deterministic basis. Hypothesis: a rank-8 learned table plus d16 projection retains position-specific degrees of freedom while sharing only the feature basis, reducing position parameters from 560 to 35*8 + 8*16 = 408 and total parameters to 4136. This is more informative than repeating segment sharing because each of the 35 positions remains independently addressable. Keep reversed operands, ff20, and 30000-step training; retain only official accuracy >=99% and strictly below 4288 parameters.	0	0
attempt-0015	fe2361500f0474ac230e5d5326e3fda99788c78d	417f4856be561d81678c7a1b9616cf07bd72489c	2026-08-17T03:31:47.130171+00:00	99.950000%	3776	keep	Share K/V projection across two attention heads	family: attention organization; retained incumbent is 4288 parameters at 99.9100%, a +0.91 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: none; prior attempts in this family: 0. The latest position-representation probes 0005 and 0014 scored 8.85% and 0.11%, so this proposal changes the attention mechanism rather than revisiting position compression. Hypothesis: two query subspaces can attend through shared keys and values, preserving two attention heads while replacing the per-head-expanded qkv projection with a d-by-d query plus d-by-d_head shared K/V projection; at d16,h2 this removes 256 parameters per block and yields 3776 total parameters. This is more informative than a one-head deletion because it isolates K/V sharing while retaining independent queries and the same causal attention depth. Keep learned positions, reversed operands, ff20, and 30000-step training; retain only official accuracy >=99% and strictly below 4288 parameters.	0	0
attempt-0016	3eb3e9bbb1725e9b2bab0992b646a6f311fdac61	fe2361500f0474ac230e5d5326e3fda99788c78d	2026-08-17T03:42:30.715734+00:00	0.020000%	3520	discard	Share query projection across two MQA heads	family: attention organization; retained incumbent is 3776 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0015, multi-query shared K/V at 3776/99.95%; same-family failed result: none; prior attempts in this family: 1. Hypothesis: after K/V sharing succeeded, a shared query vector expanded across the two head slots may preserve the useful attention pattern while removing 128 query parameters per block, yielding 3520 parameters. This is more informative than deleting a head because it retains two-head tensor computation and changes only query sharing relative to the accepted MQA candidate. Keep learned positions, reversed operands, ff20, and 30000-step training; retain only official accuracy >=99% and strictly below 3776 parameters.	0	0
attempt-0017	51477a7be2a116eb30b152cf42ca507fa8740ef6	fe2361500f0474ac230e5d5326e3fda99788c78d	2026-08-17T03:54:51.211040+00:00	0.000000%	3520	discard	Factor attention output projection through rank 4	family: attention organization; retained incumbent is 3776 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0015, shared K/V attention at 3776/99.95%; same-family failed result: attempt-0016, shared Q plus K/V at 3520/0.02%; prior attempts in this family: 2. Hypothesis: retain distinct queries and shared K/V from the accepted MQA model, but factor each post-attention output projection as d16->4->d16, reducing 256 full-rank parameters to 128 per block and yielding 3520 parameters. This is more informative than repeating query sharing because it preserves head-specific attention scores and tests a different low-rank location. Keep learned positions, reversed operands, ff20, and 30000-step training; retain only official accuracy >=99% and strictly below 3776 parameters.	0	0
attempt-0018	0f046ef2bfcd95bbdc5e8cb9b1318004e5149e9b	fe2361500f0474ac230e5d5326e3fda99788c78d	2026-08-17T04:06:39.851706+00:00	0.010000%	3648	discard	Use rank 6 for factorized attention output projection	family: attention organization; retained incumbent is 3776 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0015, shared K/V at 3776/99.95%; same-family failed result: attempt-0017, rank-4 output projection at 3520/0.0% (and attempt-0016 shared-query MQA at 0.02%); prior attempts in this family: 3. Hypothesis revision: rank4 may have crossed the usable post-attention mixing threshold, so retain distinct queries and shared K/V while using a less aggressive rank-6 output factorization, saving 64 parameters per block for 3648 total. This is more informative than repeating rank4 because it changes the tested capacity boundary while preserving the accepted attention score organization. Keep learned positions, reversed operands, ff20, and 30000-step training; retain only official accuracy >=99% and strictly below 3776 parameters.	0	0
attempt-0019	c1e3d8e8f01741182fa607fc590ab42cfee9ff94	fe2361500f0474ac230e5d5326e3fda99788c78d	2026-08-17T04:18:57.785764+00:00	99.960000%	3712	keep	Test MQA with feed-forward width 19	family: feed-forward width; retained incumbent is 3776 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0010, standard-attention ff20 at 4288/99.91%; same-family failed result: attempt-0012, standard-attention ff19 at 4224/10.20% (with attempt-0011 ff18 at 10.22%); prior attempts in this family: 5. The accepted attempt-0015 changed attention to MQA and reached 3776/99.95%, so this proposal tests ff19 specifically in that improved attention context. Hypothesis: MQA's shared K/V organization may free optimization capacity that allows one narrower FF layer, producing 3712 parameters while retaining full-rank attention output mixing. This is more informative than jumping to ff18 because it isolates the nearest width change after the attention substitution. Keep learned positions, reversed operands, and 30000-step training; retain only official accuracy >=99% and strictly below 3776 parameters.	0	0
attempt-0020	8d550788ef6f31c9db54cdec2eee0950575d4088	c1e3d8e8f01741182fa607fc590ab42cfee9ff94	2026-08-17T04:31:06.785167+00:00	99.960000%	3648	keep	Test MQA with feed-forward width 18	family: feed-forward width; retained incumbent is 3712 parameters at 99.9600%, a +0.96 percentage-point margin over 99%. Same-family accepted result: attempt-0019, MQA plus ff19 at 3712/99.96%; same-family failed result: attempt-0012, standard-attention ff19 at 4224/10.20% (with standard ff18 attempt-0011 at 10.22%); prior attempts in this family: 6. Attempt-0019 established that MQA changes the ff boundary, so this is a new condition rather than a repeat of the standard-attention failure. Hypothesis: with shared K/V attention, ff18 may still retain the carry transform, yielding 3648 parameters; it is the nearest lower width and more informative than jumping to ff16. Keep learned positions, reversed operands, and 30000-step training; retain only official accuracy >=99% and strictly below 3712 parameters.	0	0
attempt-0021	01848016461da3374b810b751cfcbbae94c43b53	8d550788ef6f31c9db54cdec2eee0950575d4088	2026-08-17T04:41:53.859056+00:00	99.170000%	3584	keep	Test MQA with feed-forward width 17	family: feed-forward width; retained incumbent is 3648 parameters at 99.9600%, a +0.96 percentage-point margin over 99%. Same-family accepted results: attempt-0019 MQA+ff19 at 3712/99.96% and attempt-0020 MQA+ff18 at 3648/99.96%; same-family failed result: attempt-0011 standard-attention ff18 at 4160/10.22% (with standard ff19 attempt-0012 at 10.20%); prior attempts in this family: 7. The MQA context has already moved the width boundary, so ff17 is a new nearest-neighbor test rather than repeating the standard-attention failure. Hypothesis: one more FF unit can be removed while preserving the accepted MQA attention and learned-position representations, yielding 3584 parameters. Retain only official accuracy >=99% and strictly below 3648 parameters.	0	0
attempt-0022	a03718c1ac1c7254c9a9b3675f8e3f29b6d531b8	01848016461da3374b810b751cfcbbae94c43b53	2026-08-17T04:52:16.865873+00:00	98.500000%	3520	discard	Test MQA with feed-forward width 16	family: feed-forward width; retained incumbent is 3584 parameters at 99.1700%, a +0.17 percentage-point margin over 99%. Same-family accepted results: attempt-0019 MQA+ff19 at 3712/99.96%, attempt-0020 MQA+ff18 at 3648/99.96%, and attempt-0021 MQA+ff17 at 3584/99.17%; same-family failed result: attempt-0012 standard-attention ff19 at 10.20%; prior attempts in this family: 8. The accepted MQA sequence supports testing the nearest ff16 boundary, yielding 3520 parameters. This is more informative than altering attention again because the current margin is narrow and a one-unit width change directly tests the remaining FF capacity. Keep all other conditions and 30000-step training fixed; retain only official accuracy >=99% and strictly below 3584 parameters.	0	0
attempt-0023	51d45d26dd598c3b280ac737c1df85c03f05258b	01848016461da3374b810b751cfcbbae94c43b53	2026-08-17T05:02:29.688317+00:00	0.030000%	3520	discard	Train MQA ff16 only on full 10-digit operands	family: training control; retained incumbent is 3584 parameters at 99.1700%, a +0.17 percentage-point margin over 99%. Same-family accepted result: attempt-0009, which raised the ff24 candidate from a 98.84% 15k result to 99.99% with a justified training-control change; same-family failed result: none; prior attempts in this family: 1. The latest architecture probe, attempt-0022, used MQA+ff16 at 3520 parameters and scored 98.50% after 30000 steps, a near miss. Hypothesis: the remaining error may be distributional because training mixed 1–10 digit operands while the official random cases use full-range 10-digit operands; set min_digits=max_digits=10 while changing no model parameters, and test whether the same 3520-parameter candidate crosses 99%. This is more informative than repeating 30000 mixed-digit steps because it changes the data exposure to match the qualification regime. Retain only official accuracy >=99% and strictly below 3584 parameters.	0	0
attempt-0024	b8476e2c57b8b001edc2792b669284c896841f5f	01848016461da3374b810b751cfcbbae94c43b53	2026-08-17T05:12:15.234132+00:00	82.120000%	2208	discard	Tie the two MQA ff17 blocks	family: parameter tying; retained incumbent is 3584 parameters at 99.1700%, a +0.17 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0001, shared standard-attention d16/h2/L2 ff48 at 3456 parameters and 75.95% validation after 30000 steps; prior attempts in this family: 1. The current incumbent differs materially through reversed operands, MQA, and ff17, all of which changed the attention/capacity regime. Hypothesis: reuse one MQA+ff17 block for both sequential depth applications, preserving two causal self-attention passes while removing one block's parameters and yielding 2208 total parameters. This is more informative than deleting a layer because it tests whether repeated computation in the successful MQA regime can substitute for independently parameterized depth. Keep the mixed-digit training curriculum and 30000 steps; retain only official accuracy >=99% and strictly below 3584 parameters.	0	0
attempt-0025	a607a56cb4b4bada0feb469b532e1ac822693570	01848016461da3374b810b751cfcbbae94c43b53	2026-08-17T05:22:30.737995+00:00	9.990000%	2968	discard	Shrink MQA transformer width from d16 to d14	family: attention organization; retained incumbent is 3584 parameters at 99.1700%, a +0.17 percentage-point margin over 99%. Same-family accepted result: attempt-0015, d16 MQA at 3776/99.95%; same-family failed result: attempt-0018, d16 rank-6 output projection at 3648/0.01% (with attempts 0016–0017 also failing); prior attempts in this family: 4. Hypothesis: preserve two independently scored attention heads and the successful shared-K/V organization while shrinking each head channel from 8 to 7 (d14), with ff17 and learned positions unchanged; the actual model should be 2992 parameters. This is more informative than one-head deletion because it isolates channel width while retaining two-head attention and independent depth. Keep the mixed-digit curriculum and 30000-step training; retain only official accuracy >=99% and strictly below 3584 parameters.	0	0
attempt-0026	69ac0377f06431e702aaad4800cd6d6a29c794e5	01848016461da3374b810b751cfcbbae94c43b53	2026-08-17T05:32:49.357794+00:00	1.060000%	3520	discard	Prune learned positions only at special-token slots	family: position representation; retained incumbent is 3584 parameters at 99.1700%, a +0.17 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0014, rank-8 learned-position factorization at 4136/0.11% (with attempts 0003 and 0005 also failing); prior position attempts: 4. The d14 width probe in attempt-0025 scored 9.99%, so this keeps d16 MQA and changes only position-table scope. Hypothesis: operand and answer digit columns need independent learned rows, but BOS, plus, equals, and EOS positions may rely on their distinct token embeddings; use 31 learned rows and zero position contribution at those four slots, yielding 3520 parameters. This is more informative than removing or factorizing the whole position table because every arithmetic column retains full positional capacity. Keep mixed-digit training and 30000 steps; retain only official accuracy >=99% and strictly below 3584 parameters.	0	0
attempt-0027	3d08fd3c61b5ed03c56142cc11c656fc43dae64d	01848016461da3374b810b751cfcbbae94c43b53	2026-08-17T05:42:29.069072+00:00	99.790000%	3520	keep	Remove affine parameters from FF pre-norms	family: normalization; retained incumbent is 3584 parameters at 99.1700%, a +0.17 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0007, final-LayerNorm affine removal at 5024/2.60% after an initializer repair; prior attempts in this family: 2. The retained model now uses successful MQA, reversed operands, and ff17, while attempts 0024–0026 showed tying, d14 width, and special-position pruning are not viable. Hypothesis: the FF pre-norm scale/bias may be redundant even though final affine removal failed; make only block ln2 affine-free, saving 64 parameters and yielding 3520 while retaining attention ln1 and final normalization. This is more informative than removing all normalization affine terms because it isolates the FF interface in the successful attention regime. Keep mixed-digit training and 30000 steps; retain only official accuracy >=99% and strictly below 3584 parameters.	0	0
attempt-0028	614bf9a6378fd23b3a59741b1b26d77d0777984e	3d08fd3c61b5ed03c56142cc11c656fc43dae64d	2026-08-17T05:51:57.317625+00:00	99.920000%	3456	keep	Remove affine parameters from attention pre-norms	family: normalization; retained incumbent is 3520 parameters at 99.7900%, a +0.79 percentage-point margin over 99%. Same-family accepted result: attempt-0027, affine-free FF pre-norms in MQA+ff17 at 3520/99.79%; same-family failed result: attempt-0007, final affine-free LayerNorm under standard attention at 5024/2.60%; prior attempts in this family: 3. Hypothesis: the successful removal at ln2 may extend to attention pre-norm ln1, saving another 64 parameters while leaving normalization itself, residual paths, MQA, full attention output, learned positions, and final affine normalization intact. This is more informative than removing all remaining affine terms at once because it isolates the attention interface and retains the known-stable final norm. Keep mixed-digit training and 30000 steps; retain only official accuracy >=99% and strictly below 3520 parameters.	0	0
attempt-0029	0e8fb52ac103d293049d81900986cd50b6ea9503	614bf9a6378fd23b3a59741b1b26d77d0777984e	2026-08-17T06:00:39.914125+00:00	95.580000%	3424	discard	Remove affine parameters from final LayerNorm after block pruning	family: normalization; retained incumbent is 3456 parameters at 99.9200%, a +0.92 percentage-point margin over 99%. Same-family accepted results: attempt-0027 ln2 affine-free at 3520/99.79% and attempt-0028 ln1+ln2 affine-free at 3456/99.92%; same-family failed result: attempt-0007 final-only affine removal under standard attention at 5024/2.60%; prior attempts in this family: 4. Hypothesis: the final affine terms may only have been necessary when internal LayerNorms carried learned affine transformations; with both block pre-norms now affine-free, remove the last final scale/bias for 3424 parameters. This is more informative than repeating the old final-only test because the normalization context has changed through two accepted reductions. Keep mixed-digit training and 30000 steps; retain only official accuracy >=99% and strictly below 3456 parameters.	0	0
attempt-0030	ba7a4f9020644e7461f731689b6226af4a20fb9b	614bf9a6378fd23b3a59741b1b26d77d0777984e	2026-08-17T06:11:07.713296+00:00	100.000000%	3200	keep	Use per-head block-diagonal attention output projections	family: attention organization; retained incumbent is 3456 parameters at 99.9200%, a +0.92 percentage-point margin over 99%. Same-family accepted result: attempt-0015, full output MQA at 3776/99.95%; same-family failed result: attempt-0018, rank-6 output bottleneck at 3648/0.01% (with attempts 0016–0017 also failing); prior attempts in this family: 5. Hypothesis: the failed low-rank projections removed too much global mixing, so preserve a full-rank d_head-by-d_head output transform independently for each head and remove only cross-head output terms; at d16,h2 this reduces each projection from 256 to 128 parameters and yields 3200 total. This is more informative than another low-rank rank because it preserves exact within-head expressivity and changes only cross-head coupling. Keep affine-free block pre-norms, full final norm, learned positions, MQA, ff17, mixed-digit training, and 30000 steps; retain only official accuracy >=99% and strictly below 3456 parameters.	0	0
attempt-0031	196138df826bd6598dbc55e0729fdadba3f9b9a1	ba7a4f9020644e7461f731689b6226af4a20fb9b	2026-08-17T06:56:44.176894+00:00	99.950000%	3136	keep	Reduce FF width to 16 with block-diagonal output mixing	family: feed-forward width; retained incumbent is 3200 parameters at 100.0000%, a +1.00 percentage-point margin over 99%. Same-family accepted result: attempt-0021 MQA+ff17 at 3584/99.17%; same-family failed result: attempt-0022 MQA+ff16 with full output projection at 3520/98.50%; prior attempts in this family: 9. The latest accepted attempt-0030 changed attention output organization to per-head block-diagonal projections and reached 3200/100%, so this proposal tests ff16 in that new context rather than repeating the prior near miss. Hypothesis: the structured output mixer preserves enough specialization to allow ff16, yielding 3136 parameters. Keep affine-free block pre-norms, full final norm, learned positions, mixed-digit training, and 30000 steps; retain only official accuracy >=99% and strictly below 3200 parameters.	0	0
attempt-0032	5c7cb9a61b60333a0cd452ca07a0b631419352dd	196138df826bd6598dbc55e0729fdadba3f9b9a1	2026-08-17T07:06:51.416547+00:00	9.910000%	3008	discard	Share the head-local attention output map across heads	family: parameter tying; current retained incumbent is 3136 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0031, block-diagonal per-head output maps with independent maps at 3136/99.95%; same-family failed result: attempt-0024, tying the two full MQA+FF blocks at 2208/82.12%; prior attempts in this family: 2. Hypothesis: after attempt-0030 showed that cross-head output mixing is unnecessary and attempt-0031 reduced FF width, the two head-local 8x8 maps may also share one transform without changing the representational partition, saving 64 parameters per block for 3072 total. This is more informative than shrinking d_head because it preserves both attention channels and tests only the remaining repeated parameterization; the nearest untested alternative is a head-dimension reduction, which changes attention statistics and capacity simultaneously. Keep d16/h2/L2, MQA, affine-free block pre-norms, final affine norm, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3136 parameters.	0	0
