attempt_id	commit	parent_commit	timestamp_utc	accuracy	parameters	status	description	proposal	train_exit	verify_exit
attempt-0010	cff1ab39564417a3c68b333f74c1fa9b3487dc49	8283b3e78a8dca7557c9afa83c7235e5d0dff2ce	2026-08-17T03:53:15.980989+00:00			error	Repair the LayerNorm-offset pruning candidate by handling absent normalization biases during initialization, then train the same no-offset model.	Family: normalization. Retained incumbent is 3528 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted result; attempt-0009 failed with a reproducible implementation error before training because initialization attempted to zero a None LayerNorm bias; 1 prior attempt. This is the permitted repair of that exact candidate, not a silent retry: initialization now skips absent biases, while all five LayerNorm offsets remain removed and their scales/statistics remain unchanged. Hypothesis: those learned offsets are redundant in the bias-free residual network. This remains a parameterization-preserving scalar compression, not a representational change. It is more informative than the nearest untested alternative, RMSNorm, because it isolates the offset parameters without changing the normalization statistic.	0	
attempt-0011	b64385b22077b6984e2cffb49ee2250bd2f95074	8283b3e78a8dca7557c9afa83c7235e5d0dff2ce	2026-08-17T04:05:50.051202+00:00			error	Retry the no-LayerNorm-offset candidate with 45000 steps and a 10%-of-base learning-rate floor after its late 98.6% validation plateau.	Family: normalization. Retained incumbent is 3528 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted result; attempt-0010 was an optimization failure for the no-offset model, reaching 98.6% validation near the end of 30000 steps but never checkpointing; attempt-0009 was its repaired implementation precursor; 2 prior attempts. This is not a silent retry: the training condition changes from a 30000-step cosine that decays to zero to 45000 steps with a 10%-of-base tail, motivated by the candidate's late continuing improvement. The architecture and parameter reduction are unchanged. This remains parameterization-preserving normalization compression, not a representational change. It is more informative than the nearest untested alternative, RMSNorm, because it distinguishes insufficient optimization time from the need for LayerNorm offsets before changing normalization statistics.	0	
attempt-0012	b83d413f1422d8bf55bc797d729f1519d9e72d80	8283b3e78a8dca7557c9afa83c7235e5d0dff2ce	2026-08-17T04:18:28.492912+00:00	99.660000%	3430	keep	Factor learned positional embeddings through a learned rank-8 code and projection while retaining d=14, two heads, two blocks, and ff=20.	Family: position representation. Retained incumbent is 3528 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted result; attempt-0001 replaced learned positions with fixed sinusoids and was an optimization failure (0% validation throughout 30000 steps); 1 prior attempt. Hypothesis: learned low-rank positional codes retain adaptable position-specific alignment while constraining the position matrix, unlike the failed all-fixed encoding. This is a representational factorization, not parameterization-preserving scalar pruning. The rank-8 code/projection reduces positional degrees of freedom while preserving a learned mapping to the d=14 residual stream. It is more informative than the nearest untested alternative rank 4 because rank 8 first tests a modest rank constraint that can distinguish redundant positional directions from the need for fully independent position vectors.	0	0
attempt-0013	b83d413f1422d8bf55bc797d729f1519d9e72d80	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T04:38:39.817215+00:00			discard	[automation:position-rank-descend] Monotonic descending sweep of learned positional factorization ranks below the retained rank-8 representation. | Attempted learned positional rank 6 from retained rank 8; the single micro-trial completed 30000 training steps in about 9.4 minutes, plateaued at 10.25% validation, produced no checkpoint, and received no official score. No candidate was retained; the frontier remains rank 8 at 3430 parameters and 99.660000%. Stopped because the recorded optimization-failure error changed the declared monotonic lower-rank eligibility rule, as recorded in AUTOMATION_TRIGGER.json.	Family: position representation. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: accepted attempt-0012 at learned positional rank 8 (3430, 99.66%); earlier attempt-0001's fixed sinusoidal substitution was an optimization failure; 2 prior family attempts. Hypothesis: the retained learned factorization may tolerate lower positional rank because fixed-format addition positions share structured roles. This is a representational factorization, not parameterization-preserving scalar pruning. Ordering: test ranks 6, 4, 2, 1 in descending order. Acceptance/rollback: the runner retains only qualified smaller candidates and restores the incumbent otherwise; any scored discard/error stops the lower-rank branch because it changes the declared monotonic eligibility rule. Stopping: first discard/error, no eligible ranks, or four micro-trials. Maximum micro-trials: 4. Compute budget: at most 120000 training steps and four configured runner windows (14400 seconds); all training, verification, retention, and recording run exclusively through run_attempt.py. This is more informative than skipping to rank 4 because rank 6 is the nearest untested learned-rank boundary.		
attempt-0014	73968f147c6ca1cc9fc011471ca7d70399fedabc	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T04:49:02.246557+00:00			error	Replace the 15x14 tied token table with a rank-4 learned token code expanded through a fixed DCT basis, preserving tied input/output token vectors and the retained d=14, h=2, L=2, ff=20, rank-8 position architecture.	Family: token representation. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted token-representation candidate and no failed token-representation candidate; 0 prior attempts in this family. Hypothesis: the 15 token identities may need only a small learned code because the fixed DCT expansion supplies a stable 14-dimensional residual representation, while constructing output logits from the same expanded table retains input/output tying. This is a representational substitution, not parameterization-preserving scalar pruning; it removes 150 actual learned parameters (3430 to 3280). This repairs the unlogged sandbox Git-index failure in the prior launch before any training or verification occurred. It is more informative than the nearest untested alternative rank 3 because rank 4 is the largest rank that genuinely reduces the tied token representation and isolates whether token-space rank is redundant.	0	
attempt-0015	c0444ddb8057317a81fc06ecfbae38740724a95a	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T04:59:38.219053+00:00			error	Tie each attention value projection to its output projection by transpose while retaining independent query/key projections, two blocks, d=14, h=2, ff=20, and rank-8 learned positional factorization.	Family: parameter tying. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: the starting model's tied input/output embedding was accepted at 6080 parameters and 100.000000%; the most recent failed formal tying candidate was attempt-0005, full cross-layer block sharing, an optimization failure that peaked near 9.7% validation; 1 prior parameter-tying candidate attempt. The immediately preceding token-code attempt-0014 is classified as an optimization failure (30000 completed steps, 1.5% peak validation, no checkpoint), not a scored capacity result. Hypothesis: attention may preserve useful value content when the output map decodes through the transpose of the same learned value basis, eliminating one 14x14 matrix per block while leaving attention routing (Q and K) and inter-block specialization unconstrained. This is a representational parameter-tying change, not scalar pruning, reducing actual learned parameters from 3430 to 3038. It is more informative than the nearest untested alternative Q/K tying because it constrains content encoding/decoding without also forcing query and key roles to be symmetric.	0	
attempt-0016	066a07c26ee65eb435feee1545bbe50f6ea82d04	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T05:08:44.291677+00:00			error	Remove all five LayerNorm additive bias vectors while retaining LayerNorm scales, the rank-8 learned positional factorization, d=14, h=2, L=2, and ff=20.	Family: normalization. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted normalization compression; the most recent failed result was attempt-0011, the no-offset variant under an extended 45000-step, learning-rate-floor schedule, an optimization failure that peaked only 11.5% validation after unstable training; 2 prior family attempts. The immediately preceding tying candidate attempt-0015 is an optimization failure (30000 steps, 7.4% peak validation, no checkpoint), not a scored result. Hypothesis: all learned normalization shifts remain redundant after the newly retained rank-8 learned positional factorization, which the earlier no-offset trials did not use; retaining scales and LayerNorm statistics preserves the normalizing mechanism while removing 70 actual scalar parameters (3430 to 3360). This is parameterization-preserving scalar compression rather than a representational substitution. It is more informative than the nearest untested alternative RMSNorm because it changes only additive offsets and, unlike the prior no-offset runs, isolates their interaction with the accepted positional factorization under the standard schedule.	0	
attempt-0017	90f613a68279044ea5bc003db0bfe9aa0525d2f2	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T05:18:07.954344+00:00			error	Replace the learned rank-8-to-14 positional projection with a fixed orthogonal DCT basis while retaining the 35x8 learned positional code table and all retained attention/feed-forward settings.	Family: position representation. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: the most recent accepted result is attempt-0012, learned positional rank 8 (3430, 99.66%); the most recent failed result is the attempt-0013 rank-descending automation, whose rank-6 micro-trial was an optimization failure with 10.25% peak validation; 3 prior family macro-attempts. The immediately preceding no-offset normalization attempt-0016 is an optimization failure (30000 steps, 10.25% peak validation, no checkpoint), not an official nonqualification. Hypothesis: the learned per-position rank-8 codes may encode the needed fixed-format role information even if their expansion basis is deterministic; a fixed orthogonal DCT projection removes 112 learned weights while keeping all 35 position-specific codes, reducing 3430 to 3318 parameters. This is a representational factorization, not parameterization-preserving scalar pruning. It is more informative than the nearest untested learned rank-7 alternative because it separates the need for a learned positional subspace orientation from the independently observed rank capacity boundary.	0	
attempt-0018	5df2d688e2d02db381b433edfd69c56a74232446	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T05:31:26.198621+00:00			error	Retry the fixed-basis rank-8 positional-code model with 45000 training steps and a 10%-of-base learning-rate floor after its 92.55% late-stage validation trajectory under zero-ending cosine decay.	Family: training control. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted training-control candidate; the most recent failed training-control result was attempt-0011, a 45000-step learning-rate-floor retry for the distinct no-offset normalization model that was an optimization failure; 1 prior attempt in this family. The immediately preceding fixed-position-basis attempt-0017 is an optimization failure, not a scored nonqualification: its 3318-parameter model reached 92.55% validation at step 30000 and was still climbing as its cosine learning rate reached zero. This is an explicitly changed-condition retry, not a silent retry: the architecture remains the same 3318-parameter learned rank-8 code plus fixed DCT expansion, but training changes to 45000 steps with a 10%-of-base tail to test whether premature annealing caused the observed late-stage ceiling. It is a training-control intervention, not parameterization-preserving compression. It is more informative than the nearest untested projection basis because it first distinguishes optimization duration from the representational effect that produced the continuous late improvement.	0	
attempt-0019	53eb7addd2c7ab17a49fea8562a708775d6ef744	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T05:40:43.436352+00:00			error	Use independent 7-dimensional QKV projections within each of two attention heads while retaining each block's dense 14x14 attention-output projection, d=14, two blocks, ff=20, and rank-8 learned positions.	Family: attention organization. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: the most recent accepted result is attempt-0006, d=14 with two heads (3528, 99.66%); the most recent failed result is attempt-0008, a one-layer d=14 variant that was an optimization failure; 3 prior family macro-attempts. The immediately preceding attempt-0018 fixed-position training-control retry is an optimization failure (45000 steps, no checkpoint), so its unscored result does not establish a verifier boundary. Hypothesis: per-head QKV computation may be sufficient because the retained dense output projection and feed-forward networks still mix the two head subspaces after attention; restricting only QKV maps removes 294 weights per block, reducing 3430 to 2842 actual parameters without reducing d_model, head count, or depth. This is an attention-organization representational change, not scalar pruning. It is more informative than the nearest untested d=12 alternative because it preserves the established d=14 residual capacity while directly testing whether cross-head QKV coupling is necessary.	0	
attempt-0020	76ee614397e90d84de96c2e36d518ccedc2a2512	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T05:49:34.613097+00:00			error	Tie the two transformer blocks' feed-forward sublayers while retaining independent attention and normalization sublayers, d=14, h=2, ff=20, and rank-8 learned positional factorization.	Family: parameter tying. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: the accepted starting model used tied input/output embeddings (6080 parameters, 100.000000%); the most recent failed tying result is attempt-0015, transpose tying of attention value/output maps, an optimization failure with 7.4% peak validation; 2 prior parameter-tying candidate attempts. The immediately preceding head-local-QKV attempt-0019 is an optimization failure (30000 steps, 5.55% peak validation, no checkpoint), not a scored nonqualification. Hypothesis: the feed-forward nonlinearity may be reusable across the two computational stages even though the two attention maps must remain layer-specific; sharing only the 560-parameter feed-forward sublayer preserves two serial GELU applications, independent attention routing, and independent normalization while reducing actual parameters from 3430 to 2870. This is a representational parameter-tying change, not scalar pruning. It is more informative than the nearest untested attention-sublayer sharing alternative because the prior full-block-sharing failure leaves an identifiable question about whether attention, rather than feed-forward computation, required depth-specific capacity.	0	
attempt-0021	5b177c440e82188c64d67564c091b2f786214b09	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T05:58:24.458935+00:00			error	Remove only the final LayerNorm additive bias while retaining its scale, both block LayerNorms with biases, and all retained d=14, h=2, L=2, ff=20, rank-8 positional mechanisms.	Family: scalar pruning. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted scalar-pruning candidate and no failed scalar-pruning candidate; 0 prior attempts in this family. The immediately preceding feed-forward-sharing attempt-0020 is an optimization failure (30000 steps, 58.95% peak validation, no checkpoint), not a scored nonqualification. Hypothesis: the final normalization offset merely shifts all token logits through the tied output table and may be redundant after centering; deleting only that 14-scalar vector leaves all attention, feed-forward, position, and inner-normalization parameterizations intact, reducing actual parameters from 3430 to 3416. This is parameterization-preserving scalar pruning, not a representational substitution. It is more informative than the nearest untested inner-LayerNorm-bias deletion because it isolates the smallest possible normalization offset change without modifying residual-stream calibration inside either transformer block.	0	
attempt-0022	b83d413f1422d8bf55bc797d729f1519d9e72d80	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T06:08:08.207823+00:00			discard	[automation:ff-width-fine] Monotonic one-channel descending sweep of feed-forward bottleneck widths below the retained 20-wide model in the d=14, rank-8 positional architecture. | Attempted the declared fine feed-forward-width range beginning at ff=19 in the retained d=14, rank-8 positional architecture. The only micro-trial completed 30000 steps in about 7.9 minutes, peaked at 9.9% validation, produced no checkpoint, and had no official score. No candidate was retained; frontier remains ff=20 at 3430 parameters and 99.660000%. Compute used: 30000 training steps. Stopped because the scored optimization-failure error changed the declared monotonic lower-width eligibility rule, as recorded in AUTOMATION_TRIGGER.json; ff=18 and ff=17 were not run.	Family: feed-forward width. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: the most recent accepted result is attempt-0003, whose sweep retained ff=20 at 4288 parameters and 99.91%; the most recent failed result is attempt-0004, whose ff=16 micro-trial was an optimization failure near 11.4% validation; 3 prior family macro-attempts. The immediately preceding scalar-pruning attempt-0021 is an optimization failure (30000 steps, 0.35% peak validation, no checkpoint), not a scored nonqualification. Hypothesis: in the newer retained d=14/rank-8-position architecture, one-channel reductions below ff=20 may retain the nonlinear carry-processing capacity that the earlier coarse sweep could not resolve. This is parameterization-preserving scalar compression, not a representational substitution. Ordering: test ff widths 19, 18, then 17, descending. Acceptance/rollback: the runner retains only qualified strictly smaller candidates and restores the incumbent otherwise; any scored discard or error stops the lower-width branch because it changes the monotonic eligibility rule. Stopping: first discard/error, no eligible widths, or three micro-trials. Maximum micro-trials: 3. Compute budget: at most 90000 training steps and three configured runner windows (10800 seconds); all candidate edits, training, verification, retention, and recording remain exclusively runner-mediated. This is more informative than jumping to ff=17 because ff=19 is the nearest untested bottleneck boundary.		
attempt-0023	65520991ad3a0a3a527b1b2a2352ecb56b0c0ec5	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T06:17:03.096842+00:00			error	Factor each 14-to-42 QKV projection through a learned rank-10 bottleneck while retaining dense attention output projections, two heads, two blocks, ff=20, and rank-8 learned positions.	Family: attention organization. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: the most recent accepted result is attempt-0006, d=14 with two heads (3528, 99.66%); the most recent failed result is attempt-0019, head-local QKV projections, an optimization failure with 5.55% peak validation; 4 prior family macro-attempts. The immediately preceding fine feed-forward-width automation attempt-0022 is an optimization failure: its ff=19 micro-trial completed 30000 steps, peaked at 9.9% validation, and produced no checkpoint. Hypothesis: Q, K, and V may share a modest ten-dimensional upstream feature basis without losing the established d=14 residual stream or dense cross-head output mixing; this saves 28 learned weights per block, reducing actual parameters from 3430 to 3374. This is a representational attention factorization, not parameterization-preserving scalar pruning. It is more informative than the nearest untested rank-9 factorization because rank 10 is the smallest bottleneck reduction and distinguishes low-rank QKV redundancy from the much harsher head-local constraint that failed.	0	
attempt-0024	b1ca97c9a45b234ecfb6e4734b4ed57c9c36aa7b	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T06:25:08.089237+00:00			error	Reduce the learned positional factorization from rank 8 to rank 7 while retaining its learned projection, d=14, h=2, L=2, and ff=20.	Family: position representation. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: the most recent accepted result is attempt-0012, learned positional rank 8 (3430, 99.66%); the most recent failed result is attempt-0017, fixed-basis expansion of rank-8 codes, an optimization failure with 92.55% peak validation under its initial schedule; 4 prior family macro-attempts. The immediately preceding rank-10-QKV attempt-0023 is an optimization failure (30000 steps, 0% peak validation, no checkpoint), not an official nonqualification. Hypothesis: rank 7 may preserve the positional role capacity retained at rank 8 while removing one learned code coordinate and its 14-dimensional projection, reducing actual parameters from 3430 to 3381; the recorded rank-6 failure makes this one-rank boundary especially informative. This is a representational positional factorization, not parameterization-preserving scalar pruning. It is more informative than the nearest untested rank-5 alternative because rank 7 directly resolves the single-coordinate gap between the retained rank 8 and failed rank 6 conditions.	0	
attempt-0025	75ab580f06440c8ebd3aaff77cb2ff2efd1e2b2f	b83d413f1422d8bf55bc797d729f1519d9e72d80	2026-08-17T06:39:45.809759+00:00	99.890000%	3381	keep	Retry the learned rank-7 positional-factorization model with 45000 steps and a 10%-of-base learning-rate floor after its late 96.15% validation trajectory under zero-ending cosine decay.	Family: training control. Retained incumbent is 3430 parameters at 99.660000%, a +0.660000 percentage-point margin over 99%. Same-family history: no accepted training-control candidate; the most recent failed result is attempt-0018, the fixed-basis positional model under a 45000-step learning-rate-floor schedule, an optimization failure that peaked near 10%; 2 prior training-control attempts. The immediately preceding learned rank-7 position attempt-0024 is an optimization failure, not a scored nonqualification: its 3381-parameter model rose steadily to 96.15% validation at step 28000 before the zero-ending cosine left it at 95.95% by step 30000. This is an explicitly changed-condition retry, not a silent retry: the architecture remains rank-7 learned positional factorization, but training changes to 45000 steps with a 10%-of-base learning-rate floor to test whether continued learning clears the checkpoint threshold. It is a training-control intervention, not parameterization-preserving compression. It is more informative than the nearest untested positional rank because it first resolves whether the observed rank-7 trajectory is optimization-limited before making another representational change.	0	0
